{'str': '4f400b68ac3a46bc4692', 'num': 0.08353987387390249}
{'str': 'e446bd1fbf9f3666bf6f', 'num': 0.8834909539662322}
{'str': 'a695a0ae8d6da6d12ac0', 'num': 0.4189353460191704}
{'str': 'aeb4336345c67efbb091', 'num': 0.3886801754712844}
{'str': '17beca0c12daeec09cf3', 'num': 0.46236758813306067}
{'str': 'cb71948a168ed2b77cd3', 'num': 0.5365540196378453}
{'str': 'be9fcacee44f5fea04f7', 'num': 0.4554628791879607}
{'str': '639c48c9bc46c7fe859c', 'num': 0.5081409719305914}
{'str': '243a446f5b5bfeacf25a', 'num': 0.08466098718657977}
{'str': '78134bf280522bfd0c18', 'num': 0.1641415865622362}
{'str': '52cd7b83225025abe4e5', 'num': 0.9639536204620311}
{'str': '112a6f89aa681869e028', 'num': 0.009981197766321781}
{'str': 'f7870b4631f17ff41881', 'num': 0.3094080819218793}
{'str': '531f1ed485f3a32a327e', 'num': 0.6857065216037893}
{'str': '6cfbd5d7245fcc72188f', 'num': 0.578099720327033}
{'str': 'fa3638a6f6394878bbf6', 'num': 0.09790758036227398}
{'str': '011e0b9539b931ef1e14', 'num': 0.864813721571422}
{'str': '59e577b81bf34303a4db', 'num': 0.4711531359968757}
{'str': 'cea6d3f5f64d373dbe7a', 'num': 0.762627277492451}
{'str': '96dcebbfb7e13d637033', 'num': 0.09071624130170364}
{'str': '65a5161ffe11454ff2bb', 'num': 0.6092656435479319}
{'str': '1e9d67dfc96d5e71cec5', 'num': 0.27888733675192556}
{'str': 'c15e27f73f8c7f609ead', 'num': 0.5798714498018908}
{'str': '37d9f5f5bfc951363dae', 'num': 0.8037703026355748}
{'str': '90fca39398bb3e9b9b03', 'num': 0.61459353326571}
{'str': '1083ba45e9609fb062e2', 'num': 0.6865056041977908}
{'str': '6c6f4eab490701288b42', 'num': 0.6410265551312141}
{'str': '1fbc294f44c0560ee92a', 'num': 0.579607703425102}
{'str': '415e51e297d9bb0f08bc', 'num': 0.43592479866581035}
{'str': 'ac81d6b920f3c27a89d1', 'num': 0.32573945793780923}
{'str': '247629b8cd2cc2b8c0df', 'num': 0.3749761139686374}
{'str': '4b7bc62e2ef6608a859a', 'num': 0.8739041924540665}
{'str': '315ba88d21cdbe9f5f57', 'num': 0.20176859851308693}
{'str': '19833b8a812a4d0b277c', 'num': 0.32341715118025416}
{'str': 'f56341b2afc2056ea881', 'num': 0.48212892207095503}
{'str': '565c1b9431ffa54845ef', 'num': 0.24681405446083904}
{'str': 'a170c4881bac4e2fb5b4', 'num': 0.01370293283757329}
{'str': '011fd9559ed3234365db', 'num': 0.702631689570364}
{'str': '543c77dac22a204551d6', 'num': 0.06856872373706535}
{'str': '0f85beeec7dbfdc01e34', 'num': 0.4435480757102118}
{'str': 'cc24a0c6dc1f6054b3cf', 'num': 0.6391073512090512}
{'str': 'ca7fed0002dfb03b0783', 'num': 0.034761623424393484}
{'str': 'fdbe396c505ea743f3d4', 'num': 0.2618511170749742}
{'str': 'd302d7bea8de6357cc17', 'num': 0.28789338936319653}
{'str': 'ff6607037581e618962e', 'num': 0.26133163037551743}
{'str': 'c18322fbaa13430a2ef8', 'num': 0.10712830199496293}
{'str': '7d73376c223ac9bb8858', 'num': 0.8488863632786366}
{'str': '33e17f4b94f25220cf6e', 'num': 0.7788053133891446}
{'str': 'b470d0f2e0cca25eb2f8', 'num': 0.615134719948454}
{'str': '0dfca27b44a44966bc67', 'num': 0.009401334007399176}
{'str': '6e8c8129b340713a790a', 'num': 0.022575611533793838}
{'str': 'e5380e53a681d39d1a10', 'num': 0.2640330435088386}
{'str': '8f1d6b955bcb996f365c', 'num': 0.9809020417977085}
{'str': 'a28c3ec60b8e9da0374f', 'num': 0.11828285649205783}
{'str': 'be8c175c141390ca2b4f', 'num': 0.42130352035281393}
{'str': '326b77f642b83caf247a', 'num': 0.05455769359247087}
{'str': '731fac92c269c222801d', 'num': 0.6201049800163465}
{'str': '5fb551a006d1aa4ea90c', 'num': 0.6332492502258014}
{'str': '2b4eeaecd816230ed895', 'num': 0.7772447021968112}
{'str': '6b7e461fe6311b30ffce', 'num': 0.7791432223441004}
{'str': 'd367024ecd31ce548e08', 'num': 0.8200564157978125}
{'str': '127f5d1096a5a0120ffb', 'num': 0.22189013176167394}
{'str': '7b9d3ab0a469aed9bf97', 'num': 0.8855765610632327}
{'str': 'c0e58e5a42bd4780a023', 'num': 0.3262542518060041}
{'str': '3caeb773eb7289d26068', 'num': 0.2767737161460675}
{'str': '25607c6c7fa37cf4cb3c', 'num': 0.21114485810362804}
{'str': '88b8bb9abebfc5bf842a', 'num': 0.7063888447785849}
{'str': '52ab364ab026f94eabed', 'num': 0.08207454613516452}
{'str': 'b71de176968e035d1c95', 'num': 0.2574548416341238}
{'str': 'c43118ec7010e0a5a067', 'num': 0.5326781321641547}
{'str': '3799fa973cf87c29ed32', 'num': 0.4357999531225645}
{'str': '4b205e62fec7e1f2eeea', 'num': 0.20315578584705385}
{'str': '1bcafd37cf82660540f8', 'num': 0.17948402602758662}
{'str': '1ff68fa7841aa7f97cfd', 'num': 0.7104249843181888}
{'str': '8dd0d816c542d9314b0f', 'num': 0.1281947453662141}
{'str': '5c75c716796c2c704608', 'num': 0.8097689010115527}
{'str': 'ef663c87eab4acb40db5', 'num': 0.27111205525282933}
{'str': 'db24d2ec924ad295b6a5', 'num': 0.5881435747402213}
{'str': '6a4ce1bc7ae798fceb8f', 'num': 0.1320591092565151}
{'str': '6f6cf286464d2ebf6b7b', 'num': 0.4934296774834135}
{'str': '13d57fd9e8f29927b0a0', 'num': 0.18491421918635764}
{'str': '1e4ae0b677db46b5a77f', 'num': 0.668532577573511}
{'str': '975828ea57b52032bf74', 'num': 0.6640486923564675}
{'str': 'a4567d8051a7f6529952', 'num': 0.960145415813789}
{'str': '2b12336ce74d8d2399b6', 'num': 0.5932023907415059}
{'str': '10a6cf5f870debf9e2f2', 'num': 0.45606952425296154}
{'str': '72277ec58103f8281540', 'num': 0.9796495723816765}
{'str': 'eaf413a62c49ced242ec', 'num': 0.20427583038240005}
{'str': 'c55341eda742656565f6', 'num': 0.6191552659147626}
{'str': 'e9f612c519d75b9d7afb', 'num': 0.3071422313208223}
{'str': 'de2d1680871df384a101', 'num': 0.7074676862944513}
{'str': 'e9acc2a764b0757a8d49', 'num': 0.9453361827935506}
{'str': 'e65d65089eff4c1946fc', 'num': 0.4043660549610767}
{'str': 'a99db83e86c7855db0ea', 'num': 0.01998201649729492}
{'str': 'ef7a4919cc0184140e0f', 'num': 0.4916337832616676}
{'str': 'c032dd7ad7a0301a010c', 'num': 0.8843522882890802}
{'str': '5219230db8a85234549f', 'num': 0.6542962028194026}
{'str': '84b1fb27c51bc451e842', 'num': 0.8159614250029955}
{'str': '28745cf088b956ca8038', 'num': 0.0380655823797188}
{'str': 'c5d8c399a2810122ed11', 'num': 0.3172367633947909}
{'str': '8c7589d9b3db015468ce', 'num': 0.6253782991308697}
{'str': 'd57ca604f8a757d22d1e', 'num': 0.7011976685794797}
{'str': 'bca38780dfed1c2b1706', 'num': 0.7003478149183656}
{'str': '228b9328c1f7a6f05c5b', 'num': 0.7802385194458971}
{'str': 'cdae34f9e17c42fd4f34', 'num': 0.08320834305996339}
{'str': 'a21341bbd7e00afc6a58', 'num': 0.187475948536463}
{'str': 'affc27e23aa726087d62', 'num': 0.2673136409044855}
{'str': 'd26da9a5c97d226ecc41', 'num': 0.028918919651257147}
{'str': 'dbea8b497b789c2f726e', 'num': 0.7823069899441031}
{'str': '7704b7c3b3d7ba50ae9a', 'num': 0.670046854955301}
{'str': '80974085b4c48a54183c', 'num': 0.7255788719344722}
{'str': 'f551acf2322fbe0eec00', 'num': 0.949175292879673}
{'str': '10fa8f240cfda135d51d', 'num': 0.9261026722628178}
{'str': 'f1ec608b9faf9abedd8f', 'num': 0.12465251410503408}
{'str': '26d0e4d1ba55cc3e46d8', 'num': 0.03377212852205236}
{'str': 'bcce25db3740a87e32d7', 'num': 0.7563526409867931}
{'str': '4810a5befaf5e3a41a3f', 'num': 0.8935324486309772}
{'str': '8ef93fbca5a0a7adae2a', 'num': 0.47827769110277407}
{'str': '86fd5cc74d8ab4b865ed', 'num': 0.8319718811002411}
{'str': '7d38bd7e1d2262b1a5e7', 'num': 0.3061383465041052}
{'str': '287c42ad37b239d2b276', 'num': 0.45230863224246554}
{'str': '2266d9ac5b335acc4749', 'num': 0.1882723739163772}
{'str': '72e92fd3ecceb7d3da12', 'num': 0.3562577090569542}
{'str': '24e1a6c054d26235fd6a', 'num': 0.409650698190852}
{'str': '5f95cd55b1a0e46cf04e', 'num': 0.10027261373199792}
{'str': 'd3fc56368793a7a5b297', 'num': 0.9916542239951691}
{'str': 'e5ce62a812154ad51240', 'num': 0.7239657925170839}
{'str': '00861de4d6baa0b1c4c0', 'num': 0.671409590097014}
{'str': '3db2a126377fc9d6f849', 'num': 0.9582696427336153}
{'str': 'fc923d71afeb5ad94c88', 'num': 0.6343125606927881}
{'str': '362e145d197dc7b62361', 'num': 0.9091125974882599}
{'str': 'a357bcb34a51a3928be5', 'num': 0.29483224169573974}
{'str': 'ab1ab9da4d6b027dc512', 'num': 0.30613474045606215}
{'str': '5afa7e20069377cfc411', 'num': 0.5341268708236261}
{'str': '5cb25c34a491cbdf10a8', 'num': 0.7715330461518966}
{'str': '83374a7891075488f27e', 'num': 0.8808375550372053}
{'str': 'b2ceb8c3275a98913d71', 'num': 0.9906196245238095}
{'str': '6c7c3c3c2c33c77639c8', 'num': 0.028669224858169695}
{'str': '13384e4eb750b09561d1', 'num': 0.17087467627357644}
{'str': '015452e107d4d4fdc6b1', 'num': 0.3427872790610018}
{'str': 'a02f3095bed8dd6e52fa', 'num': 0.27427163449841496}
{'str': '1e769d0971fd5317c7e3', 'num': 0.7158454171746069}
{'str': 'd36c7a64a4bd81a65e94', 'num': 0.2984565683715994}
{'str': '07af938870523ef86d3e', 'num': 0.5470541966038025}
{'str': '8c5cf44a30a6280420ba', 'num': 0.9885953493839682}
{'str': '0e61b4099ab67945f6b6', 'num': 0.9276779558083187}
{'str': '963ddd65987bfcb10f66', 'num': 0.9252711731271002}
{'str': '46161f3cedeff8ab17cd', 'num': 0.697642803638324}
{'str': '44bc805eba6e79dd47e6', 'num': 0.5688025883635108}
{'str': 'b8970c13a85aa5a7b32d', 'num': 0.9610690436059381}
{'str': '488dcc81f3c7c3eed5de', 'num': 0.3396208239349974}
{'str': '25f5a800e3f021a93c29', 'num': 0.7291481839990108}
{'str': '08f189a71e4aa5d94791', 'num': 0.9327420004288476}
{'str': '6c42762d10484b1bf6ed', 'num': 0.24644881589788847}
{'str': 'd60c2b45f18e23534eab', 'num': 0.584618604451221}
{'str': '61d1b342b8452aa8c3df', 'num': 0.030581205212187657}
{'str': '915628eed4c6ae93d01b', 'num': 0.44684749615915775}
{'str': '27f4532895bd46187ca4', 'num': 0.2726743339416904}
{'str': 'bfdf24b1fa478701a5fa', 'num': 0.14244906187082307}
{'str': '1942f8ef26202eecf4ce', 'num': 0.8695579559945041}
{'str': '0a0eb349267c04b64934', 'num': 0.8395060679345372}
{'str': '6a048c815e92d479fae8', 'num': 0.10866608332739225}
{'str': '138d68d9ce32250d3ce9', 'num': 0.98513744253181}
{'str': 'a075ce51ce67e9bf8e74', 'num': 0.517478990484834}
{'str': '9ed3c9db72c51ef90214', 'num': 0.3733037423798765}
{'str': '129ca7a11b133125c917', 'num': 0.6536911639161967}
{'str': '6567eb3d10694ee70893', 'num': 0.2355522258245859}
{'str': '045d1d8058f7968a8f62', 'num': 0.29123693898033254}
{'str': '5fdb1aa4d79f3e1403cd', 'num': 0.09787805031493302}
{'str': 'c3369ad741cd99c12c98', 'num': 0.3986245816885242}
{'str': '24c43517b529f181724b', 'num': 0.26573047756956847}
{'str': '5d703f2874867956ccbe', 'num': 0.3724309360528528}
{'str': '83b018faca1348cf0eb7', 'num': 0.39554306658577254}
{'str': 'f9396fb155f6093e0131', 'num': 0.9291095170844461}
{'str': 'bf2f572d2b8197796598', 'num': 0.9858204898830994}
{'str': '3303e4f06a5eb06cf849', 'num': 0.274132407796972}
{'str': '608e1e28efb1b29b45da', 'num': 0.20953910290223876}
{'str': 'b6a6593c619b7b832d91', 'num': 0.924863072796781}
{'str': '175074dae27a02125e32', 'num': 0.8565164019003899}
{'str': '8a8924bdb2c0e8a05ac3', 'num': 0.12973851570340122}
{'str': 'ccfaa856e3a3c429082f', 'num': 0.9523516493232155}
{'str': '3d43ed8d20935c9d5920', 'num': 0.6182520538873522}
{'str': '61c5eb6c93d8f01350e8', 'num': 0.38846530936924384}
{'str': '0cf579efae82f26ea831', 'num': 0.25651591789131145}
{'str': 'c39bb72060fc1fca41d9', 'num': 0.5167768452930487}
{'str': 'f769b0f38bb2dfdeb228', 'num': 0.6238790694253561}
{'str': '77fee8f4169e1749b4e8', 'num': 0.011596748437655346}
{'str': '9391b7a56350c190be6c', 'num': 0.5009314391338193}
{'str': 'cb4aeebc3893ef341c2b', 'num': 0.4957572381524512}
{'str': '490fd1efee899207872e', 'num': 0.7938119243163827}
{'str': '99148d847241bae28af9', 'num': 0.6758030456020547}
{'str': 'da47c2c055f813e9f53d', 'num': 0.2757636633138323}
{'str': '67657b9e9c0d6244e3d6', 'num': 0.7927721806533649}
{'str': 'f7cf58347bd20fcd76c2', 'num': 0.14070051176688758}
{'str': '37297203cb00b1a115d0', 'num': 0.3245105862566151}
{'str': '9e1978d17553ecb1d721', 'num': 0.16087111401311216}
{'str': 'cf297e6e7d35f887621f', 'num': 0.6620706855344725}
{'str': 'e14a1bc2a4ce2d8c1279', 'num': 0.3032555112284685}
{'str': '0ab7805274daa8a79bdb', 'num': 0.32944272943495745}
{'str': '58587b40830f7d54804b', 'num': 0.7897710584978038}
{'str': '12a44a335cb130848d34', 'num': 0.4640173260816103}
{'str': 'fa121412904e92fc9d40', 'num': 0.5715352031200478}
{'str': '49dc692bb94d03acfdc4', 'num': 0.8301403268887567}
{'str': '50cd701f6b5a0899b2bd', 'num': 0.9840370033222801}
{'str': 'b0a62fb7f9f3c0ff851c', 'num': 0.5343167555322221}
{'str': '121aa6c93b875bad13fe', 'num': 0.4471972995161625}
{'str': 'b351dae6f1e3f2c4c2dd', 'num': 0.6189875524813278}
{'str': '3f2cee3daa0e576858e1', 'num': 0.5252181750625118}
{'str': '659a6716d0c84a67e51e', 'num': 0.4520621204021339}
{'str': '4e0fbf45244d8d5cd3c1', 'num': 0.5573190585922916}
{'str': '8ad9de033ed2f8fdf5f3', 'num': 0.7820733541427192}
{'str': 'dbfbfa24d488fd89f2c5', 'num': 0.8385648592592538}
{'str': 'f88f1c6a3dd9be2006f2', 'num': 0.305780034248049}
{'str': 'ce377a5d08926bd80f86', 'num': 0.4477747689996099}
{'str': '8cd8c6fed6c027816571', 'num': 0.32184215136699434}
{'str': 'd769ae45a342e2553bee', 'num': 0.4312933767098477}
{'str': 'c5325dcac8c79d821c2b', 'num': 0.39376812474787626}
{'str': '38f3b428a2a39b137fae', 'num': 0.6205094131855327}
{'str': '1af08f97ee40e3d1978c', 'num': 0.3790650820024306}
{'str': 'b5dee6f446b0c653b40d', 'num': 0.692812312186563}
{'str': 'cd38a6cf94dde04e8f52', 'num': 0.6284487843171521}
{'str': '7944deccd32837a9b8cf', 'num': 0.18409962419563985}
{'str': '73acdaaea0b974526f14', 'num': 0.7330093524836712}
{'str': '9b10a79b2e5f42c0a171', 'num': 0.9434377716589721}
{'str': 'bf0050ce8401521ccafb', 'num': 0.7255188671141518}
{'str': 'a1b62503e70b13a34388', 'num': 0.822626754316977}
{'str': '024c3ec51db4fc8d3632', 'num': 0.6825899243294656}
{'str': 'f20037fce9d342593dcc', 'num': 0.22526222697589016}
{'str': '925e7c2695f860433619', 'num': 0.856879172128859}
{'str': 'da835514ba4cdeed456c', 'num': 0.49384905495409204}
{'str': 'dbb5bc9361b69afc7ef9', 'num': 0.9671752697108433}
{'str': '24f4b5aeef31fc27baca', 'num': 0.7860397395985513}
{'str': '112cdae4a7507784b9c3', 'num': 0.19817350748117035}
{'str': 'a60d3bdb4ab5e5c82b1e', 'num': 0.7312612612718609}
{'str': '97382d8f701be998d393', 'num': 0.04684991087985513}
{'str': 'ea19bbe6580695a7845c', 'num': 0.17716459948080265}
{'str': '4e584ee951831ba2fbb5', 'num': 0.1396349525454077}
{'str': 'f7f7e48c25bdade6333d', 'num': 0.9781274496984764}
{'str': 'f422a0d11f40d9c66612', 'num': 0.3460049328011845}
{'str': '99ca09828db478024db1', 'num': 0.060325146473349966}
{'str': '60ae9f601ef55b9d443a', 'num': 0.6535529440615568}
{'str': '785517906eb3d5957853', 'num': 0.7371943422929418}
{'str': '1f8c636c27d3f81a1f46', 'num': 0.6776131209066752}
{'str': '99566356f526a2ed0a20', 'num': 0.38879173860603233}
{'str': 'ddd7531d707e6dc14da3', 'num': 0.7717633503190195}
{'str': '9b518d515490dc7d687c', 'num': 0.3316951897931868}
{'str': '4d548fddf0da1b81adb1', 'num': 0.7910338980279618}
{'str': '0d703ec7d234a63477f3', 'num': 0.6346825265525471}
{'str': '6ce6c857933e6aa01485', 'num': 0.6801462453827974}
{'str': '4afdffd1b76925154d7b', 'num': 0.9968485926266466}
{'str': '49488f990088f5790500', 'num': 0.10322072264805027}
{'str': '3599ad78afcff754a3c6', 'num': 0.1764314844599354}
{'str': '58936c44ce2823eac320', 'num': 0.4009893885460859}
{'str': 'b01fc9d945c11982348f', 'num': 0.4063430597908594}
{'str': 'f0b14505289a18a5c678', 'num': 0.2291326521437932}
{'str': 'd0f0a42eb00c0f620f39', 'num': 0.23945312346716752}
{'str': 'da36116b7bcfd322c2af', 'num': 0.9036826143441107}
{'str': '74f66b693a175f3c71c6', 'num': 0.039170494745593976}
{'str': '11041d3550b774950e12', 'num': 0.8552727415568427}
{'str': 'f3615bf452446d11cf0d', 'num': 0.2065698959320066}
{'str': '0e71422639329ff729aa', 'num': 0.6276566760472345}
{'str': 'edb12b13afdde811f6a4', 'num': 0.9927136393095033}
{'str': '73d6df34f70b3a74be16', 'num': 0.43781037027352365}
{'str': '2bbc96a1f1d1ba660278', 'num': 0.5187629814497465}
{'str': 'a508d4723c0a770e5e5f', 'num': 0.5745705797330338}
{'str': 'f9e3995922925d2ef942', 'num': 0.8519398259781642}
{'str': '606bbaf6be31790e205c', 'num': 0.8910272125819979}
{'str': '660786af9d5fe7bcf2e6', 'num': 0.9942384151045782}
{'str': 'f1cafbbd2c21ca0356e8', 'num': 0.5383457889765106}
{'str': 'e5698891b8592657e720', 'num': 0.6234595296287722}
{'str': 'f4d0ccd815faa21c9bdd', 'num': 0.2003595748578758}
{'str': '6696b568cf47b9503d66', 'num': 0.9926051361275461}
{'str': '242a3eaf5c051307b152', 'num': 0.9939889879568309}
{'str': '297e6498881daaad00a8', 'num': 0.06231269038813392}
{'str': '82b6be2ace99e5277399', 'num': 0.3982569103984689}
{'str': '12d19af6dfe5422f6303', 'num': 0.001542942302335648}
{'str': '3a503f609a664b011932', 'num': 0.30389397310175204}
{'str': '24aa19a6747edb3f9879', 'num': 0.006196971804069862}
{'str': 'c6ccf313181893b11419', 'num': 0.44562979239063616}
{'str': 'a1abc39b13e4932c1bb2', 'num': 0.4703310469582279}
{'str': 'a2c1ae3c5c821c4d61cc', 'num': 0.3797166878402418}
{'str': 'f6ae7d32c78246cc7913', 'num': 0.2839032506887367}
{'str': 'a5c326fba982a2a0f07c', 'num': 0.10963751500383301}
{'str': 'ae3f9f61a9d3bf0f9d21', 'num': 0.41055238136733385}
{'str': '3ca3ef0c87a569f57d85', 'num': 0.8774587294316518}
{'str': '92fa776f9d431c9e47b7', 'num': 0.21341217145016522}
{'str': '3676a67e1de192be266e', 'num': 0.026151263675642022}
{'str': '8787e66198da601a408d', 'num': 0.017112042138041517}
{'str': '8d947e6ec2cf4e5bb072', 'num': 0.4941209636515449}
{'str': '012d80ee04460c84099b', 'num': 0.31182158232516166}
{'str': 'd0be3ade6829f06bde92', 'num': 0.8856181839849961}
{'str': '9430f1a02cea7f7e84cf', 'num': 0.9105847949698757}
{'str': 'a82ffa332c3dd9478120', 'num': 0.3734758163307904}
{'str': '23c89dc415c1c2acdf27', 'num': 0.5424900634249471}
{'str': '21436f01831cd4036d94', 'num': 0.587195908618362}
{'str': '8380f57fe89e42300315', 'num': 0.17859869568319486}
{'str': '8e5abb662a8e22cb812b', 'num': 0.2040538674999144}
{'str': 'ac0d84ec3f45ba3f1d0b', 'num': 0.9460785399947763}
{'str': '73600e696c820e5b6803', 'num': 0.07322920336963135}
{'str': '9660936f6af0adb5232e', 'num': 0.16121833105883676}
{'str': 'b3bcfa83e175dcd25498', 'num': 0.3620287002642043}
{'str': 'a9c9e1d4e412d44dd685', 'num': 0.30482616672173113}
{'str': 'ba6c08c96c3e0fff09a6', 'num': 0.23327806581651644}
{'str': 'd2ae2676b782db559601', 'num': 0.1680877459414647}
{'str': '2cfc3857633b91da92f8', 'num': 0.005938236586915835}
{'str': 'dc3c6e0e6b913a01f075', 'num': 0.3223373822916594}
{'str': '9e07d96cae6ece669825', 'num': 0.6942210606031115}
{'str': 'ee09da2365783f00c1bc', 'num': 0.6011570420341615}
{'str': '384aa9f540fe80c00262', 'num': 0.9609942406367025}
{'str': '622a401c6e39694354c3', 'num': 0.40091901176906086}
{'str': 'a186c78bcd8f4b4a0f2c', 'num': 0.10346760561788693}
{'str': '575540c9a8bf37a87a6a', 'num': 0.10043122183039521}
{'str': 'abb87d853adbac793bf0', 'num': 0.4947156780601457}
{'str': '5126b12f7ffade7f6073', 'num': 0.0589656134336235}
{'str': '2219231414c70efdfbbf', 'num': 0.7870515989519542}
{'str': 'f58369be8111dea8cf91', 'num': 0.8016952844732617}
{'str': '7b50e922bf17fb1fc6d4', 'num': 0.37611817195309183}
{'str': 'a5fa0abd376c0402be19', 'num': 0.9880909397868843}
{'str': '477aabb53d15becb9641', 'num': 0.21054699793154052}
{'str': '1cbbc18014581e8ea34c', 'num': 0.7483836961790737}
{'str': 'ad95dcee2bd94e8fb959', 'num': 0.60706372317427}
{'str': '2e43a3005b3441ac4f7a', 'num': 0.11023105174695436}
{'str': '87bcfa9ff3e8bbfddd05', 'num': 0.8737993984147535}
{'str': 'bae938419af6d3bf0cda', 'num': 0.00120397634689684}
{'str': 'e85eccddd3c7a0745dc1', 'num': 0.4070226077026826}
{'str': 'd169ff4c17e4a0e679e3', 'num': 0.5545723991586782}
{'str': '0d3856fdedd89afff8d5', 'num': 0.2271315475969301}
{'str': '12de62fbfc3b968bbd65', 'num': 0.5176252012718964}
{'str': 'c68e33f50bb4edca430e', 'num': 0.29410240097345186}
{'str': '78cf4ce1da3bf0d0febb', 'num': 0.6443615538200039}
{'str': '359cda4ad56d0a7d8468', 'num': 0.3597901770071029}
{'str': '997a4c8103b7a4da7f1b', 'num': 0.14155032721412664}
{'str': '5f066ad7df8cdbf97ee7', 'num': 0.5902108127120962}
{'str': '3a1f515080afd5825d50', 'num': 0.6671888111947659}
{'str': '622eb765ce28ad5ca78f', 'num': 0.6039336277698383}
{'str': '8dc8996c978afdee1c7c', 'num': 0.5327437013363759}
{'str': 'b5af8abc849456d25e0c', 'num': 0.6508661219772927}
{'str': 'a02a4eb05c9b2913d948', 'num': 0.8348090559408957}
{'str': '35e162a8dbfee45ca39e', 'num': 0.6314566032602005}
{'str': '74fddb5c240bb41d9a22', 'num': 0.1712014890245197}
{'str': '8b9c31dfc5bced7a4239', 'num': 0.618900187673114}
{'str': 'e1fafc11497654e67a97', 'num': 0.5353317272488753}
{'str': '2108395a51ecda10e2f9', 'num': 0.5397938248578258}
{'str': '3ce61ea453c19b65d3b3', 'num': 0.45662467470195367}
{'str': 'a6238ac97a63e9142e23', 'num': 0.13313247135239736}
{'str': 'ef114cc2b5cdef67a369', 'num': 0.4207401569002881}
{'str': 'a94d1cc6da77ba8e93ec', 'num': 0.21198054579801395}
{'str': '52130abb133659679c15', 'num': 0.16580649237630884}
{'str': 'a39017555e620a047712', 'num': 0.9759067796848933}
{'str': '101375cd58a67b54cd9d', 'num': 0.11494566782618887}
{'str': '3d8a97e6941966a91148', 'num': 0.1871598914387681}
{'str': '953b9ee81e4c8aefa23d', 'num': 0.10692448623987583}
{'str': '9e3564b459e68daac134', 'num': 0.267954772158446}
{'str': '8449d156075f01f09a2d', 'num': 0.25708927002366444}
{'str': '3d424e12558d90923328', 'num': 0.5558272636509494}
{'str': 'db783d37c1443b61f116', 'num': 0.9436301916023274}
{'str': '8f4c9e3ca364fe129d3b', 'num': 0.3382016429263145}
{'str': '313a2009d6d4c56beb3c', 'num': 0.799815995471673}
{'str': '1a48dfe203c9d8a9a23c', 'num': 0.36778235721279817}
{'str': '02fc2c5c1fa57cbb4240', 'num': 0.59736017447402}
{'str': '31f7c752bbe9a15e0f70', 'num': 0.7151939769537095}
{'str': 'e01bcd08cca47e1dce72', 'num': 0.8617257507337119}
{'str': 'e49b0d1d2b7bde9280c9', 'num': 0.33022833137955565}
{'str': 'd2a0878e7f34b15df410', 'num': 0.17619153852207803}
{'str': '87693bf2fe9e2c7583f6', 'num': 0.9917547122411718}
{'str': 'ca93adf3ea4837265b21', 'num': 0.25278708822139884}
{'str': '14499f2b41e975ceea9e', 'num': 0.7051820945383492}
{'str': '9fbc77f07dd9fae6b7a8', 'num': 0.11359664144675863}
{'str': 'fce1478bdc1bfc4b012e', 'num': 0.37688544501864285}
{'str': '3d4cb530e2e50efb37cb', 'num': 0.960468274576447}
{'str': 'b71246ecc42f8f67796d', 'num': 0.4553820551635198}
{'str': 'f71b00670fefcf309fd0', 'num': 0.7541333873448219}
{'str': 'a24c6ad0656d2cd2976a', 'num': 0.825171593700571}
{'str': '05244c6003077967ea8d', 'num': 0.0420529982883292}
{'str': '0a41cd125fee5c347649', 'num': 0.730139795177144}
{'str': 'a71b4adbedaa7ad632f7', 'num': 0.23761581854779812}
{'str': '0122428291b2e0e4cc0f', 'num': 0.9293711182235774}
{'str': '81dbb6983fa1b86173b1', 'num': 0.12529503995135305}
{'str': 'f0e8e7e2d1f2ebc442e6', 'num': 0.5342153153733972}
{'str': 'b70ee25164fcefad2d5c', 'num': 0.8175291042358984}
{'str': '612ac72d9d4946236b23', 'num': 0.07001161675765544}
{'str': '61e002e987795e44d7b6', 'num': 0.11266354101617093}
{'str': 'afd2098c18c497be2a85', 'num': 0.7949881781795224}
{'str': '103a24536a692d335e59', 'num': 0.47986342840237717}
{'str': '926b7d0566c0266be0d8', 'num': 0.021067432039970413}
{'str': '3f3118167864da72443a', 'num': 0.11322765645961941}
{'str': '4457259a2c161e65abf2', 'num': 0.7419367231430986}
{'str': '57277cff8e05d451eee6', 'num': 0.5854448474652776}
{'str': '7c1f2c0d9b8e62122b06', 'num': 0.3772267137114459}
{'str': '42e04b6b7f1caf3e8239', 'num': 0.11421132789841748}
{'str': '52659426648167f69c6d', 'num': 0.3560399336012223}
{'str': 'bbf06f4d30d47b8279f4', 'num': 0.7532496847781338}
{'str': '8974714e2907b4c973c9', 'num': 0.3868921905218138}
{'str': 'a3a216360afe427479c1', 'num': 0.922543055110559}
{'str': 'db1b17ca9e259d5886c3', 'num': 0.471917555842305}
{'str': '6454994b73c1379d9d80', 'num': 0.6149798789845744}
{'str': 'b30d42aa012f193304fd', 'num': 0.6899609947270288}
{'str': '880d029f6d9b650c8109', 'num': 0.6789047713602887}
{'str': 'a846a099a70ff63cbc13', 'num': 0.8994624953157241}
{'str': 'b954fbbab854118672d5', 'num': 0.820965979961963}
{'str': '67454f2dbe9a436efad4', 'num': 0.28300324497433027}
{'str': 'e7876d3b442296edfd0d', 'num': 0.8202822302079934}
{'str': '65c20d7fb7aebd5b58e2', 'num': 0.6370546892019151}
